company_name,jse_code,careers_url,careers_status,relevance_note,active,scraping_status,country,source_type,official_website
Otavi Municipality Namibia,,https://nieis.namibiaatwork.gov.na/browse-by-city/Otavi/,no council website or dedicated vacancy page found; national employment portal's city-filtered listing used instead,"municipality, member of the Association of Local Authorities Namibia (ALAN)",true,pending,Namibia,MUNI,https://nieis.namibiaatwork.gov.na/browse-by-city/Otavi/
Henties Bay Municipality Namibia,,https://nieis.namibiaatwork.gov.na/browse-by-city/Henties%20Bay/,no council website or dedicated vacancy page found; national employment portal's city-filtered listing used instead,"municipality, member of the Association of Local Authorities Namibia (ALAN)",true,pending,Namibia,MUNI,https://nieis.namibiaatwork.gov.na/browse-by-city/Henties%20Bay/
Usakos Municipality Namibia,,https://nieis.namibiaatwork.gov.na/browse-by-city/Usakos/,no council website or dedicated vacancy page found; national employment portal's city-filtered listing used instead,"municipality, member of the Association of Local Authorities Namibia (ALAN)",true,pending,Namibia,MUNI,https://nieis.namibiaatwork.gov.na/browse-by-city/Usakos/
Oshakati Town Council Namibia,,https://www.oshtc.na/,"vacancy notices published as downloadable PDFs on the council's own site, verified live","town council, commercial hub of northern Namibia",true,pending,Namibia,MUNI,https://www.oshtc.na/
Bank Windhoek Namibia,,https://careers.bankwindhoek.com.na/,"dedicated careers portal, verified live",major Namibian-owned commercial bank,true,pending,Namibia,PRIVATE,https://www.bankwindhoek.com.na/
Old Mutual Namibia,,https://www.oldmutual.com.na/careers/,"dedicated careers page on the group's Namibia site, verified live",insurance and financial services,true,pending,Namibia,PRIVATE,https://www.oldmutual.com.na/
MTC Namibia,,https://www.mtc.com.na/,no consistently working dedicated vacancy URL confirmed; check the main site and LinkedIn for postings,Namibia's largest mobile network operator,true,pending,Namibia,PRIVATE,https://www.mtc.com.na/
Ministerio da Justica Assuntos Constitucionais e Religiosos Mocambique,,https://www.mjcr.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mjcr.gov.mz
Ministerio da Juventude e Desportos Mocambique,,https://www.mjd.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mjd.gov.mz
Ministerio das Obras Publicas Habitacao e Recursos Hidricos Mocambique,,https://www.mophrh.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mophrh.gov.mz
Ministerio da Educacao e Cultura Mocambique,,https://www.mec.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mec.gov.mz
Ministerio do Trabalho Genero e Accao Social Mocambique,,https://www.mitss.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mitss.gov.mz
Ministerio da Saude Mocambique,,https://www.misau.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.misau.gov.mz
Ministerio dos Transportes e Logistica Mocambique,,https://www.mtc.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mtc.gov.mz
Ministerio da Economia Mocambique,,https://www.economia.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.economia.gov.mz
Ministerio dos Recursos Minerais e Energia Mocambique,,https://www.mireme.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mireme.gov.mz
Ministerio da Planificacao e Desenvolvimento Mocambique,,https://www.mpd.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mpd.gov.mz
Ministerio da Administracao Estatal e Funcao Publica Mocambique,,https://www.maefp.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.maefp.gov.mz
Ministerio das Financas Mocambique,,https://www.mef.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mef.gov.mz
Ministerio dos Combatentes Mocambique,,https://www.mico.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mico.gov.mz
Ministerio dos Negocios Estrangeiros e Cooperacao Mocambique,,https://www.minec.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.minec.gov.mz
Ministerio do Interior Mocambique,,https://www.mint.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mint.gov.mz
Ministerio da Agricultura Ambiente e Pescas Mocambique,,https://www.agricultura.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.agricultura.gov.mz
Ministerio da Defesa Nacional Mocambique,,https://www.mdn.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.mdn.gov.mz
Ministerio das Comunicacoes e Transformacao Digital Mocambique,,https://www.digital.gov.mz,"no dedicated online vacancy/jobs page confirmed on the ministry's own site; postings, when open, are typically announced via national press and the ministry's own notices",central government ministry (portal do governo de Mocambique),true,pending,Mozambique,DEPT,https://www.digital.gov.mz
Conselho Municipal de Maputo Mocambique,,https://cmmaputo.gov.mz/,"own official website confirmed live, but no dedicated vacancy/jobs page found","capital city municipal council; no dedicated online vacancy page confirmed, check the council's own news section",true,pending,Mozambique,MUNI,https://cmmaputo.gov.mz/
Conselho Municipal da Matola Mocambique,,https://cmcmatola.gov.mz/,"own official website confirmed live, but no dedicated vacancy/jobs page found",second-largest city; no dedicated online vacancy page confirmed,true,pending,Mozambique,MUNI,https://cmcmatola.gov.mz/
Conselho Municipal de Quelimane Mocambique,,https://municipiodequelimane.com/,"own official website confirmed live, but no dedicated vacancy/jobs page found",provincial capital of Zambezia; no dedicated online vacancy page confirmed,true,pending,Mozambique,MUNI,https://municipiodequelimane.com/
Conselho Municipal de Chimoio Mocambique,,http://cmchimoio.ac.mz/,"own official website confirmed live, but no dedicated vacancy/jobs page found",provincial capital of Manica; no dedicated online vacancy page confirmed,true,pending,Mozambique,MUNI,http://cmchimoio.ac.mz/
Conselho Municipal da Cidade de Pemba Mocambique,,https://cmcpemba.gov.mz/,"own official website confirmed live, but no dedicated vacancy/jobs page found",provincial capital of Cabo Delgado; no dedicated online vacancy page confirmed,true,pending,Mozambique,MUNI,https://cmcpemba.gov.mz/
Conselho Municipal da Cidade de Tete Mocambique,,https://cmct.gov.mz/,"own official website confirmed live, but no dedicated vacancy/jobs page found",provincial capital of Tete; no dedicated online vacancy page confirmed,true,pending,Mozambique,MUNI,https://cmct.gov.mz/
Conselho Municipal da Cidade de Beira Mocambique,,https://www.portaldogoverno.gov.mz/,no verified official council website found; national government portal used as reference,provincial capital municipal council,true,pending,Mozambique,MUNI,https://www.portaldogoverno.gov.mz/
Conselho Municipal da Cidade de Nampula Mocambique,,https://www.portaldogoverno.gov.mz/,no verified official council website found; national government portal used as reference,provincial capital municipal council,true,pending,Mozambique,MUNI,https://www.portaldogoverno.gov.mz/
Conselho Municipal da Cidade de Xai-Xai Mocambique,,https://www.portaldogoverno.gov.mz/,no verified official council website found; national government portal used as reference,provincial capital municipal council,true,pending,Mozambique,MUNI,https://www.portaldogoverno.gov.mz/
Conselho Municipal da Cidade de Inhambane Mocambique,,https://www.portaldogoverno.gov.mz/,no verified official council website found; national government portal used as reference,provincial capital municipal council,true,pending,Mozambique,MUNI,https://www.portaldogoverno.gov.mz/
Conselho Municipal da Cidade de Lichinga Mocambique,,https://www.portaldogoverno.gov.mz/,no verified official council website found; national government portal used as reference,provincial capital municipal council,true,pending,Mozambique,MUNI,https://www.portaldogoverno.gov.mz/
Millennium bim Mocambique,,https://www.millenniumbim.co.mz/pt/institucional/o-banco/carreira,"dedicated careers page on the bank's own site, verified live",Mozambique's largest commercial bank,true,pending,Mozambique,PRIVATE,https://www.millenniumbim.co.mz/
Mozal Aluminium Mocambique,,https://www.south32.net/what-we-do/our-locations/southern-africa/mozal-aluminium,no dedicated Mozal careers page; parent company South32's site used instead,"aluminium smelter, one of Mozambique's largest industrial employers",true,pending,Mozambique,PRIVATE,https://www.south32.net/
TotalEnergies Mocambique,,https://jobs.totalenergies.com/pt_BR/careers/Home,group careers portal covering all TotalEnergies countries including Mozambique,fuel and energy distribution,true,pending,Mozambique,PRIVATE,https://totalenergies.com/
Prime Ministers Office Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Defence Home Affairs and External Communications Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Finance Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Rodrigues and Outer Islands Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Gender Equality and Family Welfare Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Housing and Lands Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Environment Solid Waste Management and Climate Change Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Agro-Industry Food Security Blue Economy and Fisheries Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of National Infrastructure Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Health and Wellness Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://health.govmu.org/health/
Ministry of Tourism Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Social Integration Social Security and National Solidarity Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Financial Services and Economic Planning Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Energy and Public Utilities Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Foreign Affairs Regional Integration and International Trade Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Youth and Sports Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Labour and Industrial Relations Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Land Transport Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Commerce and Consumer Protection Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Tertiary Education Science and Research Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Industry SMEs and Cooperatives Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Education and Human Resource Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Information Technology Communication and Innovation Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Public Service and Administrative Reforms Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Local Government Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Ministry of Arts and Culture Mauritius,,https://psc.govmu.org/psc/?page_id=319,"no ministry-specific vacancy page confirmed; national Public Service Commission vacancies portal used instead, verified live",central government ministry,true,pending,Mauritius,DEPT,https://govmu.org/
Municipal City Council of Port Louis Mauritius,,https://mccpl.mu/,"council's own site confirmed live, but no dedicated online vacancy page found; Local Government Service Commission portal is the actual recruiter",capital city council,true,pending,Mauritius,MUNI,https://mccpl.mu/
Municipal Council of Quatre Bornes Mauritius,,https://mcqb.mu/2023/10/avis/,"job/employer notices page on the council's own site, verified live",municipal council,true,pending,Mauritius,MUNI,https://mcqb.mu/
Municipal Council of Curepipe Mauritius,,https://www.municipal-curepipe.org/,"council's own site confirmed live, but no dedicated online vacancy page found; Local Government Service Commission portal is the actual recruiter",municipal council,true,pending,Mauritius,MUNI,https://www.municipal-curepipe.org/
Municipal Council of Vacoas-Phoenix Mauritius,,https://www.vacoasphoenix.org/,"council's own site confirmed live, but no dedicated online vacancy page found; Local Government Service Commission portal is the actual recruiter",municipal council,true,pending,Mauritius,MUNI,https://www.vacoasphoenix.org/
Municipal Council of Beau Bassin-Rose Hill Mauritius,,https://lgsc.govmu.org/Pages/Vacancies/Public-Vacancies.aspx,"no dedicated council website found; the Local Government Service Commission, which actually recruits for all Mauritian municipalities, used instead",municipal council,true,pending,Mauritius,MUNI,https://lgsc.govmu.org/Pages/Vacancies/Public-Vacancies.aspx
MCB Group Mauritius,,https://jobs.mcbgroup.com/,"dedicated careers portal, verified live",Mauritius's largest banking and financial services group,true,pending,Mauritius,PRIVATE,https://mcbgroup.com/
Rogers Group Mauritius,,https://rogers.mu/working-at-rogers/available-vacancies-job-offer,"dedicated vacancies page on the group's own site, verified live","diversified conglomerate (logistics, hospitality, financial services)",true,pending,Mauritius,PRIVATE,https://rogers.mu/
Ireland Blyth Limited (IBL Group) Mauritius,,https://iblgroup.com/about-ibl/,no dedicated careers page found; check LinkedIn and subsidiary sites for postings,one of Mauritius's largest diversified conglomerates,true,pending,Mauritius,PRIVATE,https://iblgroup.com/
Ministry of Home Affairs Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-home-affairs,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-home-affairs
The Prime Ministers Office Eswatini,,https://www.gov.sz/index.php/ministries-departments/the-prime-minister-s-office,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/the-prime-minister-s-office
Ministry of Agriculture Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-agriculture,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-agriculture
The Deputy Prime Ministers Office Eswatini,,https://www.gov.sz/index.php/ministries-departments/the-deputy-prime-minister-s-office,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/the-deputy-prime-minister-s-office
Ministry of Natural Resources and Energy Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-natural-resources,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-natural-resources
Ministry of Education and Training Eswatini,,https://www.gov.sz/index.php/ministries-departments/search-and-menus-setup,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/search-and-menus-setup
Ministry of ICT Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-ict,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-ict
Ministry of Tinkhundla Administration Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-tinkhundla-administration,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-tinkhundla-administration
Ministry of Public Works Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-public-works-a,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-public-works-a
Ministry of Labour and Social Security Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-labour-a-social,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-labour-a-social
Ministry of Foreign Affairs and International Cooperation Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-foreign-affairs-a-international-affairs,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-foreign-affairs-a-international-affairs
Ministry of Commerce Industry and Trade Eswatini,,https://www.gov.sz/index.php/ministries-departments/minnistry-of-commerce,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/minnistry-of-commerce
Ministry of Housing and Urban Development Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development
Ministry of Economic Planning and Development Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-economic-planning,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-economic-planning
Ministry of Tourism and Environmental Affairs Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-tourims-environments-a-communications,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-tourims-environments-a-communications
Ministry of Justice and Constitutional Affairs Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-justice,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-justice
Ministry of Sports Culture and Youth Affairs Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-sports-culture-a-youth,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-sports-culture-a-youth
Ministry of Public Service Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-public-service,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-public-service
Ministry of Finance Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-finance,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-finance
Ministry of Health Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-health,own ministry page confirmed live on the national gov.sz portal; no separate dedicated vacancy page found,central government ministry,true,pending,Eswatini,DEPT,https://www.gov.sz/index.php/ministries-departments/ministry-of-health
Municipal Council of Mbabane Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development,no dedicated official council website found; oversight ministry page used as reference,capital city council,true,pending,Eswatini,MUNI,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development
Municipal Council of Manzini Eswatini,,https://manzinicity.co.sz/vacancies/,"dedicated vacancies page on the council's own site, verified live","largest city by population, commercial hub",true,pending,Eswatini,MUNI,https://manzinicity.co.sz/
Siteki Town Council Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development,no dedicated official council website found; oversight ministry page used as reference,"town council, Lubombo region",true,pending,Eswatini,MUNI,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development
Piggs Peak Town Council Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development,no dedicated official council website found; oversight ministry page used as reference,"town council, Hhohho region",true,pending,Eswatini,MUNI,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development
Nhlangano Town Council Eswatini,,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development,no dedicated official council website found; oversight ministry page used as reference,"town council, Shiselweni region",true,pending,Eswatini,MUNI,https://www.gov.sz/index.php/ministries-departments/ministry-of-housing-a-urban-development
Royal Eswatini Sugar Corporation,,https://www.res.co.sz/careers/vacancies.php,"dedicated vacancies page on the company's own site, verified live","one of Eswatini's largest employers, sugar production",true,pending,Eswatini,PRIVATE,https://www.res.co.sz/
Ministry of Foreign Affairs and International Cooperation Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mofaic.gov.zm/
Ministry of Mines and Minerals Development Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mmmd.gov.zm/
Ministry of Commerce Trade and Industry Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mcti.gov.zm/
Ministry of Agriculture Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.agriculture.gov.zm/
Ministry of Education Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.moge.gov.zm/
Ministry of Health Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.moh.gov.zm/
Ministry of Defence Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mod.gov.zm/
Ministry of Tourism Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mot.gov.zm/
Ministry of Home Affairs and Internal Security Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mohais.gov.zm/
Ministry of Finance and National Planning Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mofnp.gov.zm/
Ministry of Local Government and Rural Development Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.mlgrd.gov.zm/
Ministry of Energy Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.moe.gov.zm/
Ministry of Justice Zambia,,https://www.psmd.gov.zm/,no ministry-specific vacancy page confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.moj.gov.zm/
Ministry of Information and Media Zambia,,https://www.psmd.gov.zm/,no dedicated ministry website confirmed; national Public Service Management Division used instead,central government ministry,true,pending,Zambia,DEPT,https://www.cabinet.gov.zm/
